Original comparison,Species,Majority protein IDs,Fasta headers,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],A1 (raw),A2 (raw),A3 (raw),B1 (raw),B2 (raw),B3 (raw),A1 (log),A2 (log),A3 (log),B1 (log),B2 (log),B3 (log),-Log10 (welch p value),Welch p-value,BH corrected Welch p-value,welch Difference,Z-score,ABS(z-score),"Filtering 1(Welch p-value<0,05)","Filtering 2(BH corrected Welch p-value <0,05)","Filtering 3(Welch p-value<0,05 and z-score>1)",rank
25Vs12.5,yeast,P25605,">sp|P25605|ILV6_YEAST Acetolactate synthase small subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV6 PE=1 SV=2",4,4,4,19.4,19.4,19.4,33.986,2.48E+07,2.54E+07,2.04E+07,2.33E+07,2.05E+07,2.62E+07,24.5614,24.5955,24.2819,24.4728,24.2864,24.6412,0.0283982,0.93670276,0.966147248,0.0128009,0.11696878,0.11696878,0,0,0,2545
25Vs12.5,yeast,P47143,>sp|P47143|ADK_YEAST Adenosine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADO1 PE=1 SV=1,8,8,8,33.5,33.5,33.5,36.372,9.95E+07,1.09E+08,1.11E+08,1.11E+08,1.12E+08,9.41E+07,26.5687,26.6931,26.7308,26.7257,26.7405,26.488,0.0431118,0.905499469,0.946609361,0.0128002,0.11696667,0.11696667,0,0,0,2511
50Vs0.5,yeast,P07280;P07281,>sp|P07280|RS19A_YEAST 40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS19A PE=1 SV=2;>sp|P07281|RS19B_YEAST 40S ribosomal protein S19-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS19B PE=1 SV=2,8,8,8,57.6,57.6,57.6,15.917,2.75E+08,2.92E+08,3.05E+08,2.65E+08,2.55E+08,2.71E+08,28.0332,28.1207,28.1843,27.9814,27.9241,28.0129,0.955167,0.110874838,0.329984638,0.139933,0.116677315,0.116677315,0,0,0,882
25Vs12.5,yeast,P17423,>sp|P17423|KHSE_YEAST Homoserine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THR1 PE=1 SV=4,4,4,4,13.2,13.2,13.2,38.712,3.19E+07,2.86E+07,3.29E+07,3.22E+07,3.12E+07,2.91E+07,24.927,24.7691,24.9723,24.9403,24.8958,24.7942,0.0547769,0.88150159,0.936439366,0.0126998,0.116664005,0.116664005,0,0,0,2471
50Vs0.5,yeast,P52490,>sp|P52490|UBC13_YEAST Ubiquitin-conjugating enzyme E2 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBC13 PE=1 SV=1,2,2,2,17,17,17,17.468,1.57E+07,1.69E+07,1.49E+07,1.78E+07,1.88E+07,1.68E+07,23.9035,24.013,23.8312,24.0859,24.1665,24.0014,0.850111,0.141217656,0.365578253,-0.1687,-0.116651611,0.116651611,0,0,0,1014
50Vs0.5,yeast,P53870,>sp|P53870|YNT3_YEAST Uncharacterized protein YNL193W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNL193W PE=2 SV=2,2,2,2,3.8,3.8,3.8,63.917,3.21E+07,3.29E+07,3.24E+07,3.08E+07,2.77E+07,3.00E+07,24.9342,24.9729,24.9499,24.8773,24.7231,24.8371,1.0056,0.09871883,0.316406507,0.139833,0.116601715,0.116601715,0,0,0,819
50Vs5,yeast,P20606,>sp|P20606|SAR1_YEAST Small COPII coat GTPase SAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAR1 PE=1 SV=1,5,5,5,35.8,35.8,35.8,21.45,5.45E+07,5.52E+07,5.80E+07,6.32E+07,6.97E+07,6.74E+07,25.7007,25.719,25.7902,25.9129,26.0542,26.0058,1.44315,0.036045413,0.219534125,-0.254333,-0.116433634,0.116433634,1,0,0,431
50Vs5,yeast,P53909,>sp|P53909|ADE_YEAST Adenine deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AAH1 PE=1 SV=1,1,1,1,4,4,4,39.635,6.98E+06,6.09E+06,7.42E+06,,9.58E+06,8.36E+06,22.7353,22.5379,22.8231,22.0116,23.1919,22.9953,0.028895,0.935631856,0.966181598,-0.0341803,0.116349784,0.116349784,0,0,0,2542
50Vs0.5,yeast,P38625,>sp|P38625|GUAA_YEAST GMP synthase [glutamine-hydrolyzing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUA1 PE=1 SV=4,5,5,5,11.2,11.2,11.2,58.482,4.83E+07,4.50E+07,3.99E+07,5.00E+07,4.75E+07,5.19E+07,25.527,25.4226,25.2493,25.5748,25.5005,25.6285,0.700187,0.199440337,0.430889618,-0.1683,-0.116349208,0.116349208,0,0,0,1215
50Vs5,yeast,P53315,>sp|P53315|SOL4_YEAST 6-phosphogluconolactonase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOL4 PE=1 SV=1,1,1,1,5.9,5.9,5.9,28.447,8.51E+06,9.34E+06,7.89E+06,9.55E+06,1.04E+07,1.07E+07,23.0204,23.1546,22.9124,23.1876,23.3047,23.3573,1.00733,0.098326369,0.316695359,-0.254067,-0.116152373,0.116152373,0,0,0,815
50Vs0.5,yeast,Q12074,>sp|Q12074|SPEE_YEAST Spermidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPE3 PE=1 SV=1,10,10,10,38.9,38.9,38.9,33.324,8.58E+07,8.31E+07,8.55E+07,7.24E+07,7.55E+07,8.36E+07,26.3544,26.3088,26.3492,26.1101,26.1691,26.3163,0.801075,0.158097499,0.390777717,0.138967,0.115947012,0.115947012,0,0,0,1062
25Vs12.5,yeast,Q08245,>sp|Q08245|ZEO1_YEAST Protein ZEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZEO1 PE=1 SV=3,11,11,11,58.4,58.4,58.4,12.589,2.18E+08,2.38E+08,2.57E+08,2.29E+08,2.34E+08,2.42E+08,27.6973,27.8257,27.9386,27.773,27.8008,27.8507,0.0547428,0.881570807,0.936134048,0.0123666,0.115659544,0.115659544,0,0,0,2472
50Vs5,yeast,P45978,>sp|P45978|SCD6_YEAST Protein SCD6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCD6 PE=1 SV=1,1,1,1,3.2,3.2,3.2,39.189,4.85E+06,5.21E+06,4.60E+06,,5.44E+06,5.44E+06,22.2098,22.3136,22.1331,22.0116,22.3757,22.374,0.0883963,0.815837568,0.895681144,-0.0349464,0.115539731,0.115539731,0,0,0,2391
50Vs0.5,yeast,P32316,>sp|P32316|ACH1_YEAST Acetyl-CoA hydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACH1 PE=1 SV=2,12,12,12,29.8,29.8,29.8,58.711,1.68E+08,1.75E+08,1.75E+08,1.62E+08,1.57E+08,1.52E+08,27.3218,27.3847,27.3828,27.2687,27.226,27.1796,1.28022,0.052454168,0.255458609,0.138334,0.115468459,0.115468459,0,0,0,539
50Vs0.5,yeast,P32288,>sp|P32288|GLNA_YEAST Glutamine synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLN1 PE=1 SV=4,11,11,11,37,37,37,41.766,2.10E+08,2.26E+08,2.20E+08,2.38E+08,2.53E+08,2.45E+08,27.647,27.7494,27.7131,27.827,27.9174,27.8662,1.28117,0.052339552,0.256327096,-0.167034,-0.115392102,0.115392102,0,0,0,536
50Vs5,yeast,P08524,>sp|P08524|FPPS_YEAST Farnesyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG20 PE=1 SV=2,10,10,10,39.2,39.2,39.2,40.483,2.64E+08,2.64E+08,2.63E+08,3.18E+08,3.14E+08,3.11E+08,27.9778,27.9764,27.9679,28.2427,28.2267,28.2122,2.8674,0.001357063,0.059371505,-0.253167,-0.115200738,0.115200738,1,0,0,60
50Vs5,yeast,P00899,>sp|P00899|TRPE_YEAST Anthranilate synthase component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP2 PE=1 SV=4,8,8,8,20.1,20.1,20.1,56.767,3.44E+07,3.55E+07,3.32E+07,3.39E+07,3.49E+07,3.69E+07,25.0377,25.0798,24.9861,25.0149,25.0566,25.1381,0.287161,0.516224961,0.689613497,-0.0353336,0.115130317,0.115130317,0,0,0,1965
50Vs0.5,yeast,P02400,>sp|P02400|RLA4_YEAST 60S acidic ribosomal protein P2-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPP2B PE=1 SV=2,5,5,5,54.5,54.5,54.5,11.05,2.53E+08,2.63E+08,2.41E+08,2.39E+08,2.20E+08,2.29E+08,27.9164,27.9703,27.8474,27.8347,27.7133,27.7734,0.957192,0.110359062,0.330699244,0.137568,0.114889357,0.114889357,0,0,0,876
50Vs0.5,yeast,P47120,>sp|P47120|DOHH_YEAST Deoxyhypusine hydroxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LIA1 PE=1 SV=1,2,2,2,6.2,6.2,6.2,36.164,8.81E+06,6.81E+06,8.64E+06,7.38E+06,7.31E+06,7.22E+06,23.0709,22.6987,23.0432,22.8155,22.8023,22.7832,0.430178,0.371382983,0.580631525,0.137267,0.114661799,0.114661799,0,0,0,1679
50Vs0.5,yeast,P32449,">sp|P32449|AROG_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO4 PE=1 SV=2",8,8,8,24.6,24.6,24.6,39.749,1.06E+08,1.04E+08,9.48E+07,9.05E+07,9.28E+07,9.36E+07,26.6595,26.6319,26.4983,26.4309,26.467,26.4802,0.927075,0.118283727,0.339338561,0.137201,0.114611902,0.114611902,0,0,0,915
50Vs0.5,yeast,P23254,>sp|P23254|TKT1_YEAST Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TKL1 PE=1 SV=4,24,24,24,36.2,36.2,36.2,73.805,7.86E+08,8.23E+08,8.22E+08,7.09E+08,7.43E+08,7.59E+08,29.5509,29.6155,29.6148,29.4017,29.4695,29.4989,1.20614,0.062209971,0.270814551,0.137033,0.114484893,0.114484893,0,0,0,603
50Vs5,yeast,Q05933,>sp|Q05933|ARPC3_YEAST Actin-related protein 2/3 complex subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARC18 PE=1 SV=1,3,3,3,16.3,16.3,16.3,20.578,1.10E+07,7.72E+06,1.03E+07,1.17E+07,1.17E+07,1.08E+07,23.3876,22.8808,23.3001,23.4838,23.4812,23.3601,0.58659,0.25906575,0.486095492,-0.2522,-0.114178258,0.114178258,0,0,0,1399
25Vs12.5,yeast,Q12109,">sp|Q12109|SYWC_YEAST Tryptophan--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WRS1 PE=1 SV=1",4,4,4,14.1,14.1,14.1,49.35,1.33E+07,1.49E+07,1.42E+07,1.57E+07,1.38E+07,1.47E+07,23.6626,23.8258,23.7577,23.9065,23.7203,23.8109,0.331026,0.466631444,0.65433095,-0.0638669,-0.114153153,0.114153153,0,0,0,1872
50Vs5,yeast,P37299,>sp|P37299|QCR10_YEAST Cytochrome b-c1 complex subunit 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QCR10 PE=1 SV=2,1,1,1,24.7,24.7,24.7,8.5928,3.70E+06,5.32E+06,3.95E+06,,,4.84E+06,21.8175,22.3438,21.9128,22.0116,21.964,22.2075,0.0669111,0.857213299,0.92220693,-0.0363611,0.114043866,0.114043866,0,0,0,2440
25Vs12.5,yeast,P53303,>sp|P53303|ZPR1_YEAST Zinc finger protein ZPR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZPR1 PE=1 SV=1,3,3,3,7.6,7.6,7.6,55.071,2.34E+07,2.28E+07,2.17E+07,2.23E+07,2.26E+07,2.23E+07,24.4787,24.4418,24.3683,24.4136,24.4317,24.4085,0.119823,0.758886802,0.853503794,0.011666,0.113547522,0.113547522,0,0,0,2334
50Vs5,yeast,P41818,>sp|P41818|GLC8_YEAST Protein GLC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLC8 PE=1 SV=1,1,1,1,10,10,10,26.649,9.65E+06,9.62E+06,9.46E+06,,1.42E+07,1.58E+07,23.2019,23.1979,23.1731,22.0116,23.7613,23.911,0.0190343,0.957118476,0.976841369,-0.0370127,0.113354882,0.113354882,0,0,0,2572
50Vs0.5,yeast,P31373,>sp|P31373|CYS3_YEAST Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYS3 PE=1 SV=2,14,14,14,61.7,61.7,61.7,42.542,3.63E+08,3.51E+08,3.70E+08,3.97E+08,4.06E+08,4.13E+08,28.4344,28.3881,28.4646,28.563,28.5971,28.6198,1.56416,0.027279726,0.202286102,-0.164267,-0.113300229,0.113300229,1,0,0,354
25Vs12.5,yeast,P0C0W1;Q3E7Y3,>sp|P0C0W1|RS22A_YEAST 40S ribosomal protein S22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS22A PE=1 SV=2;>sp|Q3E7Y3|RS22B_YEAST 40S ribosomal protein S22-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS22B PE=1 SV=3,4,4,4,36.9,36.9,36.9,14.626,1.23E+08,1.34E+08,1.21E+08,1.38E+08,1.20E+08,1.37E+08,26.8782,26.9957,26.8508,27.043,26.8435,27.0282,0.298962,0.502386546,0.67942539,-0.0633329,-0.112543363,0.112543363,0,0,0,1941
25Vs12.5,yeast,P00817,>sp|P00817|IPYR_YEAST Inorganic pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IPP1 PE=1 SV=4,10,10,10,43.6,43.6,43.6,32.299,4.33E+08,4.34E+08,4.03E+08,4.39E+08,4.40E+08,4.48E+08,28.6887,28.6933,28.5878,28.7098,28.7116,28.7381,0.661832,0.217855235,0.450646171,-0.0632337,-0.112244315,0.112244315,0,0,0,1269
50Vs5,yeast,Q12447,>sp|Q12447|PAA1_YEAST Polyamine N-acetyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAA1 PE=1 SV=1,7,7,7,40.8,40.8,40.8,21.947,6.49E+07,6.07E+07,6.11E+07,5.82E+07,6.82E+07,6.57E+07,25.9513,25.8561,25.8642,25.7945,26.0228,25.9685,0.178231,0.663390121,0.789034467,-0.0380669,0.1122402,0.1122402,0,0,0,2207
50Vs5,yeast,P32471,>sp|P32471|EF1B_YEAST Elongation factor 1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EFB1 PE=1 SV=4,7,7,7,62.6,62.6,62.6,22.627,3.42E+08,3.42E+08,3.37E+08,3.80E+08,4.11E+08,4.25E+08,28.3479,28.3474,28.3299,28.5007,28.6129,28.6624,1.45411,0.035147141,0.219147849,-0.250266,-0.1121333,0.1121333,1,0,0,421
50Vs0.5,yeast,P33331,>sp|P33331|NTF2_YEAST Nuclear transport factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NTF2 PE=1 SV=2,5,5,5,61.6,61.6,61.6,14.453,1.37E+08,1.35E+08,1.29E+08,1.55E+08,1.44E+08,1.51E+08,27.0305,27.0135,26.9402,27.205,27.0967,27.1704,1.2117,0.061418612,0.270509828,-0.162633,-0.112064912,0.112064912,0,0,0,596
50Vs0.5,yeast,P40037,>sp|P40037|HMF1_YEAST Protein HMF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HMF1 PE=1 SV=1,4,4,4,37.2,37.2,37.2,13.906,4.53E+07,4.00E+07,4.04E+07,4.26E+07,4.72E+07,5.09E+07,25.4316,25.2543,25.2664,25.3449,25.4927,25.6007,0.646375,0.225748566,0.45583845,-0.162001,-0.111587115,0.111587115,0,0,0,1300
50Vs5,yeast,P10622,>sp|P10622|RLA3_YEAST 60S acidic ribosomal protein P1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPP1B PE=1 SV=3,1,1,1,15.1,15.1,15.1,10.667,4.62E+07,4.37E+07,4.49E+07,4.40E+07,4.82E+07,4.63E+07,25.4607,25.38,25.421,25.3912,25.522,25.4649,0.323491,0.47479813,0.659441848,-0.0387999,0.111465146,0.111465146,0,0,0,1890
50Vs0.5,yeast,P40363,>sp|P40363|SFGH_YEAST S-formylglutathione hydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL068C PE=1 SV=1,1,1,1,6.4,6.4,6.4,33.934,8.19E+06,7.30E+06,7.99E+06,8.62E+06,8.09E+06,9.59E+06,22.9655,22.7996,22.929,23.0395,22.9469,23.1926,0.685794,0.206160757,0.439619811,-0.161633,-0.111308905,0.111308905,0,0,0,1231
25Vs12.5,yeast,P21801,">sp|P21801|DHSB_YEAST Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDH2 PE=1 SV=1",1,1,1,4.5,4.5,4.5,30.231,3.06E+06,3.39E+06,4.35E+06,,3.08E+06,3.85E+06,21.5468,21.6933,22.0528,21.8307,21.5532,21.8762,0.0189037,0.957406342,0.976755401,0.010917,0.111289595,0.111289595,0,0,0,2573
50Vs5,yeast,P15454,>sp|P15454|KGUA_YEAST Guanylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUK1 PE=1 SV=2,6,6,6,35.3,35.3,35.3,20.637,9.29E+07,9.61E+07,9.10E+07,9.59E+07,1.01E+08,9.13E+07,26.4692,26.5187,26.4388,26.5144,26.5863,26.4439,0.307152,0.493001227,0.674376352,-0.0392996,0.110936777,0.110936777,0,0,0,1919
50Vs0.5,yeast,P13188,>sp|P13188|SYQ_YEAST Glutamine--tRNA ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLN4 PE=1 SV=2,9,9,9,13,13,13,93.132,2.67E+07,2.75E+07,2.60E+07,2.31E+07,2.34E+07,2.69E+07,24.6691,24.7131,24.632,24.4611,24.4772,24.6799,0.663099,0.217220596,0.45004267,0.132001,0.110680662,0.110680662,0,0,0,1267
50Vs0.5,yeast,P40093,>sp|P40093|YEY6_YEAST UPF0160 protein YER156C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YER156C PE=1 SV=1,3,3,3,8.9,8.9,8.9,38.174,2.77E+07,2.52E+07,1.98E+07,2.22E+07,2.18E+07,2.18E+07,24.7245,24.5867,24.2423,24.4011,24.3756,24.3809,0.341865,0.455129515,0.646490788,0.131967,0.110654958,0.110654958,0,0,0,1848
50Vs0.5,yeast,P53834,>sp|P53834|HCH1_YEAST Hsp90 co-chaperone HCH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HCH1 PE=1 SV=1,1,1,1,7.8,7.8,7.8,17.246,1.48E+07,1.43E+07,1.21E+07,1.08E+07,1.35E+07,1.34E+07,23.8175,23.7693,23.5324,23.359,23.6908,23.6741,0.352527,0.444092051,0.638412724,0.131767,0.110503756,0.110503756,0,0,0,1826
50Vs5,yeast,P0CX49;P0CX50,>sp|P0CX49|RL18A_YEAST 60S ribosomal protein L18-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL18A PE=1 SV=1;>sp|P0CX50|RL18B_YEAST 60S ribosomal protein L18-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL18B PE=1 SV=1,7,7,7,34.9,34.9,34.9,20.563,2.55E+08,2.67E+08,2.40E+08,2.54E+08,2.63E+08,2.67E+08,27.9252,27.993,27.8401,27.9188,27.9693,27.9901,0.300446,0.500672802,0.678155885,-0.0399672,0.110230875,0.110230875,0,0,0,1938
50Vs5,yeast,P06780,>sp|P06780|RHO1_YEAST GTP-binding protein RHO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO1 PE=1 SV=3,4,4,4,38.8,38.8,38.8,23.152,2.39E+07,2.36E+07,2.62E+07,3.10E+07,2.63E+07,3.04E+07,24.5127,24.4918,24.6433,24.8837,24.6507,24.8584,0.977093,0.105416113,0.326702831,-0.248334,-0.110090456,0.110090456,0,0,0,847
50Vs5,yeast,Q12164,>sp|Q12164|POM33_YEAST Pore membrane protein of 33 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POM33 PE=1 SV=1,1,1,1,4.7,4.7,4.7,32.186,3.97E+06,3.97E+06,4.09E+06,,,,21.9196,21.9211,21.9626,22.0116,21.964,21.9482,0.634584,0.231961549,0.464453902,-0.0401999,0.109984825,0.109984825,0,0,0,1311
50Vs5,yeast,Q07551,>sp|Q07551|KAR_YEAST NADPH-dependent alpha-keto amide reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDL124W PE=1 SV=1,5,5,5,27.9,27.9,27.9,35.56,6.47E+07,6.01E+07,6.24E+07,7.04E+07,7.54E+07,7.67E+07,25.9468,25.8418,25.8956,26.0697,26.1673,26.1919,1.44949,0.03552303,0.220444334,-0.248233,-0.109983662,0.109983662,1,0,0,423
50Vs0.5,yeast,P32891,">sp|P32891|DLD1_YEAST D-lactate dehydrogenase [cytochrome] 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD1 PE=1 SV=2",1,1,1,2.6,2.6,2.6,65.292,4.37E+06,3.71E+06,4.22E+06,,4.51E+06,4.41E+06,22.0598,21.8211,22.0105,22.1921,22.1061,22.0725,0.727415,0.187320367,0.418481671,-0.159765,-0.109896682,0.109896682,0,0,0,1175
25Vs12.5,yeast,Q2V2P9,>sp|Q2V2P9|YD19A_YEAST Uncharacterized protein YDR119W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR119W-A PE=2 SV=1,1,1,1,16.7,16.7,16.7,7.4516,3.38E+06,2.40E+06,3.59E+06,,2.50E+06,3.05E+06,21.6902,21.1951,21.7743,21.8307,21.2556,21.5419,0.0132731,0.969899867,0.985670597,0.0104504,0.109882988,0.109882988,0,0,0,2583
50Vs0.5,yeast,P06105,>sp|P06105|SC160_YEAST Protein SCP160 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCP160 PE=1 SV=3,8,8,8,7.4,7.4,7.4,134.81,2.31E+07,2.86E+07,2.65E+07,2.90E+07,3.16E+07,2.65E+07,24.4603,24.7685,24.6568,24.7898,24.9152,24.6589,0.515936,0.304834418,0.521976743,-0.159433,-0.109645688,0.109645688,0,0,0,1533
25Vs12.5,yeast,P00815,>sp|P00815|HIS2_YEAST Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS4 PE=1 SV=3,8,8,8,13.5,13.5,13.5,87.72,5.89E+07,5.77E+07,5.75E+07,6.19E+07,6.06E+07,5.93E+07,25.8105,25.7812,25.7774,25.8836,25.8517,25.8207,1.01343,0.096954953,0.314205866,-0.0623004,-0.109430799,0.109430799,0,0,0,810
25Vs12.5,yeast,P02309,>sp|P02309|H4_YEAST Histone H4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HHF1 PE=1 SV=2,5,5,5,50.5,50.5,50.5,11.368,1.03E+08,1.27E+08,1.06E+08,1.01E+08,1.13E+08,1.18E+08,26.6165,26.9205,26.6559,26.5919,26.7517,26.8186,0.0277311,0.938142692,0.966113993,0.0102336,0.109229425,0.109229425,0,0,0,2549
50Vs5,yeast,P15873,>sp|P15873|PCNA_YEAST Proliferating cell nuclear antigen OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POL30 PE=1 SV=1,8,8,8,36.8,36.8,36.8,28.916,5.20E+07,4.79E+07,4.87E+07,5.87E+07,6.02E+07,5.74E+07,25.6324,25.5138,25.5382,25.8073,25.8437,25.7757,1.57571,0.026563788,0.201531626,-0.247433,-0.109137764,0.109137764,1,0,0,346
50Vs0.5,yeast,P13517,>sp|P13517|CAPZB_YEAST F-actin-capping protein subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAP2 PE=1 SV=3,2,2,2,9.4,9.4,9.4,32.629,6.74E+06,8.04E+06,8.58E+06,8.30E+06,5.40E+06,7.92E+06,22.6832,22.9389,23.0322,22.984,22.3643,22.9166,0.208754,0.618366566,0.760286761,0.129801,0.109017445,0.109017445,0,0,0,2135
50Vs5,yeast,P00410,>sp|P00410|COX2_YEAST Cytochrome c oxidase subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX2 PE=1 SV=1,1,1,1,8,8,8,28.567,3.66E+06,4.15E+06,6.54E+06,4.22E+06,4.32E+06,5.93E+06,21.8033,21.9831,22.6413,22.01,22.0425,22.4987,0.0441676,0.903300811,0.946194983,-0.0411657,0.108963614,0.108963614,0,0,0,2506
50Vs0.5,yeast,Q03690,>sp|Q03690|CLU_YEAST Clustered mitochondria protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CLU1 PE=1 SV=1,10,10,10,10.4,10.4,10.4,145.16,6.57E+07,7.02E+07,6.32E+07,6.96E+07,7.72E+07,7.52E+07,25.9684,26.0642,25.9125,26.0524,26.2029,26.1648,0.888093,0.129391873,0.348362735,-0.158334,-0.108814835,0.108814835,0,0,0,975
25Vs12.5,yeast,P17536,>sp|P17536|TPM1_YEAST Tropomyosin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPM1 PE=1 SV=1,7,7,7,48.2,48.2,48.2,23.54,6.93E+07,7.44E+07,7.47E+07,7.35E+07,8.00E+07,7.44E+07,26.0458,26.1483,26.1539,26.1308,26.2541,26.1493,0.449372,0.355326829,0.565635492,-0.062067,-0.108727194,0.108727194,0,0,0,1649
25Vs12.5,yeast,P38061,>sp|P38061|RL32_YEAST 60S ribosomal protein L32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL32 PE=1 SV=1,6,6,6,40,40,40,14.771,1.30E+08,1.56E+08,1.40E+08,1.54E+08,1.55E+08,1.35E+08,26.9528,27.2194,27.0586,27.1956,27.208,27.0133,0.223473,0.597760206,0.748269214,-0.0620333,-0.108625602,0.108625602,0,0,0,2097
50Vs0.5,yeast,P05756,>sp|P05756|RS13_YEAST 40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS13 PE=1 SV=3,6,6,6,35.1,35.1,35.1,17.029,2.14E+08,2.06E+08,2.06E+08,1.85E+08,1.94E+08,1.93E+08,27.6703,27.6209,27.6168,27.4663,27.5321,27.5234,1.38849,0.040879916,0.229785398,0.128733,0.108210029,0.108210029,1,0,0,467
50Vs5,yeast,A6ZZH2;P36060,>sp|A6ZZH2|MCR1_YEAS7 NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain YJM789) GN=MCR1 PE=3 SV=1;>sp|P36060|MCR1_YEAST NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCR1 PE=1 SV=1,2,2,2,8.3,8.3,8.3,34.107,3.25E+06,3.17E+06,3.37E+06,,3.60E+06,3.81E+06,21.633,21.5947,21.6835,22.0116,21.7797,21.8595,1.11298,0.077093897,0.285432271,-0.246547,-0.108200932,0.108200932,0,0,0,709
