Original comparison,Species,Protein Name,"seq coverage 0,5fmol/µg","seq coverage 5fmol/µg","seq coverage 12,5fmol/µg","seq coverage 25fmol/µg","seq coverage50fmol/µg","shared peptides, 0.5fmol/µg","shared peptides, 5fmol/µg","shared peptides, 12.5fmol/µg","shared peptide, 25fmol/µg","shared peptide, 50fmol/µg","discriminant peptides, 0.5fmol/µg","discriminant peptides, 5fmol/µg","discriminant peptides, 12.5fmol/µg","discriminant peptides, 25fmol/µg","discriminant peptides, 50fmol/µg",Mol. weight [kDa],Protein description,A1 (raw),A2 (raw),A3 (raw),B1 (raw),B2 (raw),B3 (raw),A1 (log),A2 (log),A3 (log),B1 (log),B2 (log),B3 (log),-Log10 (welch p value),Welch p-value,BH corrected Welch p-value,welch Difference,Z-score,ABS(z-score),"Filtering 1(Welch p-value<0,05)","Filtering 2(BH corrected Welch p-value <0,05)","Filtering 3(Welch p-value<0,05 and z-score>1)",rank,,,
25Vs12.5,Yeast,sp|P38764,3%,3%,3%,3%,3%,0,0,0,0,0,2,2,3,3,3,109495.7, 26S proteasome regulatory subunit RPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN1 PE=1 SV=3,7.57E+08,7.49E+08,9.14E+08,7.59E+08,7.00E+08,7.03E+08,29.50,29.48,29.77,29.50,29.38,29.39,0.58851,0.25793,0.54786,0.15750,-0.04250,0.04250,0,0,0,1233,,,
25Vs12.5,Yeast,sp|P28274,0%,3%,0%,0%,0%,0,0,0,0,0,0,1,0,0,0,64711.5, CTP synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA7 PE=1 SV=2,7.60E+07,8.99E+07,8.55E+07,8.35E+07,6.86E+07,7.01E+07,26.18,26.42,26.35,26.31,26.03,26.06,0.58829,0.25806,0.54769,0.18007,-0.00016,0.00016,0,0,0,1234,,,
50Vs0.5,Yeast,sp|P40462,0%,0%,2%,0%,0%,0,0,0,0,0,0,0,1,0,0,107727.7, Protein TMA108 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA108 PE=1 SV=1,9.41E+07,2.93E+07,2.28E+07,8.87E+07,6.24E+07,9.65E+07,26.49,24.80,24.44,26.40,25.90,26.52,0.58706,0.25878,0.54879,-1.02957,-1.04055,1.04055,0,0,0,1235,,,
25Vs12.5,Yeast,sp|P40075,8%,10%,9%,14%,9%,0,0,0,0,0,1,2,2,3,2,26924.8, Vesicle-associated membrane protein-associated protein SCS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCS2 PE=1 SV=3,5.25E+08,8.99E+08,8.74E+08,6.18E+08,5.44E+08,5.24E+08,28.97,29.74,29.70,29.20,29.02,28.97,0.58680,0.25894,0.54868,0.40893,0.42934,0.42934,0,0,0,1236,,,
25Vs12.5,Yeast,sp|Q03048,24%,26%,29%,30%,23%,0,0,0,0,0,2,3,3,3,2,15901.2, Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COF1 PE=1 SV=1,6.36E+09,7.51E+09,7.15E+09,6.54E+09,6.59E+09,6.15E+09,32.57,32.81,32.73,32.61,32.62,32.52,0.58675,0.25897,0.54829,0.12197,-0.10919,0.10919,0,0,0,1237,,,
50Vs0.5,Yeast,sp|P10592,53%,53%,53%,54%,58%,21,21,20,22,22,5,6,6,5,6,69471.8, Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSA2 PE=1 SV=3,1.28E+11,1.21E+11,1.11E+11,1.08E+11,1.12E+11,1.15E+11,36.90,36.82,36.69,36.65,36.70,36.74,0.58665,0.25903,0.54798,0.10190,-0.00406,0.00406,0,0,0,1238,,,
50Vs0.5,Yeast,sp|P17076,41%,43%,43%,43%,41%,8,8,8,8,8,0,1,0,1,0,28125.5, 60S ribosomal protein L8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL8A PE=1 SV=4,1.73E+10,1.60E+10,1.61E+10,1.56E+10,1.62E+10,1.52E+10,34.01,33.90,33.91,33.86,33.92,33.82,0.58652,0.25911,0.54770,0.07193,-0.03151,0.03151,0,0,0,1239,,,
50Vs0.5,Yeast,sp|P22141,10%,4%,6%,4%,6%,0,0,0,0,0,2,1,1,1,1,22517.4, Proteasome component C11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE1 PE=1 SV=2,2.07E+08,4.82E+08,2.51E+08,1.88E+08,1.66E+08,2.25E+08,27.62,28.85,27.90,27.49,27.31,27.75,0.58635,0.25921,0.54747,0.60920,0.46066,0.46066,0,0,0,1240,,,
50Vs0.5,Yeast,sp|P34221,0%,0%,0%,2%,0%,0,0,0,0,0,0,0,0,1,0,51333.5, Protein phosphatase 2C homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTC3 PE=1 SV=4,9.05E+07,5.16E+07,1.03E+08,6.24E+07,5.34E+07,5.18E+07,26.43,25.62,26.62,25.89,25.67,25.63,0.58583,0.25952,0.54769,0.49267,0.35390,0.35390,0,0,0,1241,,,
25Vs12.5,Yeast,sp|P40302,5%,5%,5%,5%,5%,0,0,0,0,0,1,1,1,1,1,25605.0, Proteasome component PRE5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE5 PE=1 SV=1,1.68E+08,1.81E+08,1.76E+08,1.42E+08,1.78E+08,1.55E+08,27.33,27.43,27.39,27.08,27.40,27.20,0.58534,0.25981,0.54787,0.15593,-0.04544,0.04544,0,0,0,1242,,,
50Vs5,Yeast,sp|P35180,9%,0%,0%,9%,0%,0,0,0,0,0,1,0,0,1,0,20317.9, Mitochondrial import receptor subunit TOM20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOM20 PE=1 SV=1,7.80E+07,9.32E+07,8.57E+07,8.99E+07,9.29E+07,9.71E+07,26.22,26.47,26.35,26.42,26.47,26.53,0.58496,0.26004,0.54791,-0.12590,-0.28421,0.28421,0,0,0,1243,,,
50Vs0.5,Yeast,sp|P15992,51%,54%,51%,44%,49%,0,0,0,0,0,7,8,7,6,7,23880.2, Heat shock protein 26 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP26 PE=1 SV=3,6.68E+09,6.16E+09,6.25E+09,6.14E+09,6.18E+09,5.98E+09,32.64,32.52,32.54,32.52,32.53,32.48,0.58492,0.26006,0.54751,0.06053,-0.04195,0.04195,0,0,0,1244,,,
25Vs12.5,Yeast,sp|P38071,4%,4%,4%,0%,0%,0,0,0,0,0,1,1,1,0,0,42068.0," Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ETR1 PE=1 SV=3",2.38E+08,3.55E+08,2.61E+08,2.29E+08,2.30E+08,2.37E+08,27.82,28.41,27.96,27.77,27.78,27.82,0.58372,0.26078,0.54859,0.27360,0.17537,0.17537,0,0,0,1245,,,
50Vs5,Yeast,"sp|A6ZMK5,sp|P40217",12%,9%,9%,12%,10%,0,0,0,0,0,2,1,1,2,1,38756.2, Eukaryotic translation initiation factor 3 subunit I OS=Saccharomyces cerevisiae (strain YJM789) GN=TIF34 PE=3 SV=1,4.39E+08,2.65E+09,2.51E+09,5.25E+08,5.93E+08,5.95E+08,28.71,31.30,31.23,28.97,29.14,29.15,0.58366,0.26082,0.54823,1.32710,1.14545,1.14545,0,0,0,1246,,,
50Vs5,Yeast,sp|P17649,8%,8%,7%,5%,10%,0,0,0,0,0,2,2,2,2,3,52948.6, 4-aminobutyrate aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UGA1 PE=1 SV=2,1.74E+09,1.14E+09,1.26E+09,1.61E+09,3.15E+09,1.63E+09,30.70,30.09,30.23,30.58,31.55,30.60,0.58344,0.26095,0.54806,-0.57330,-0.72442,0.72442,0,0,0,1247,,,
50Vs5,Yeast,"sp|A6ZRR2,sp|B3LP25,sp|C7GTE8,sp|C8ZG55,sp|P53885",0%,3%,3%,0%,0%,0,0,0,0,0,0,1,1,0,0,40308.9, Signal transduction protein MDG1 OS=Saccharomyces cerevisiae (strain YJM789) GN=MDG1 PE=3 SV=1,7.88E+06,6.27E+06,5.57E+06,1.09E+07,1.46E+08,1.03E+07,22.91,22.58,22.41,23.38,27.12,23.30,0.58333,0.26102,0.54776,-1.96610,-2.09484,2.09484,0,0,0,1248,,,
25Vs12.5,Yeast,sp|P00942,66%,68%,63%,63%,71%,0,0,0,0,0,11,11,10,11,11,26795.6, Triosephosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPI1 PE=1 SV=2,7.18E+10,1.12E+11,9.46E+10,6.99E+10,7.70E+10,7.62E+10,36.06,36.70,36.46,36.03,36.16,36.15,0.58307,0.26117,0.54765,0.29733,0.21991,0.21991,0,0,0,1249,,,
50Vs0.5,Yeast,sp|P43590,0%,0%,3%,0%,3%,0,0,0,0,0,0,0,1,0,1,61756.2, Uncharacterized peptidase YFR006W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFR006W PE=1 SV=1,4.05E+08,2.72E+08,2.71E+08,3.17E+08,1.86E+08,1.24E+08,28.59,28.02,28.01,28.24,27.47,26.89,0.58291,0.26127,0.54741,0.67540,0.52130,0.52130,0,0,0,1250,,,
50Vs0.5,Yeast,sp|P39966,0%,0%,0%,3%,3%,0,0,0,0,0,0,0,0,1,1,50388.8, Protein phosphatase 2C homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTC2 PE=1 SV=1,5.77E+07,5.15E+07,5.68E+07,6.06E+07,1.19E+08,6.44E+07,25.78,25.62,25.76,25.85,26.82,25.94,0.58228,0.26165,0.54777,-0.48550,-0.54215,0.54215,0,0,0,1251,,,
50Vs5,Yeast,sp|P53834,8%,0%,10%,8%,0%,0,0,0,0,0,1,0,1,1,0,17246.8, Hsp90 co-chaperone HCH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HCH1 PE=1 SV=1,4.12E+08,5.31E+08,4.27E+08,4.68E+08,3.18E+08,2.90E+08,28.62,28.98,28.67,28.80,28.25,28.11,0.58213,0.26174,0.54752,0.37153,0.20523,0.20523,0,0,0,1252,,,
25Vs12.5,Yeast,sp|P15891,19%,17%,20%,17%,16%,0,0,0,0,0,7,7,8,8,6,65578.2, Actin-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ABP1 PE=1 SV=4,3.16E+09,4.21E+09,3.81E+09,3.40E+09,3.23E+09,3.06E+09,31.56,31.97,31.83,31.66,31.59,31.51,0.58190,0.26188,0.54737,0.19843,0.03431,0.03431,0,0,0,1253,,,
50Vs0.5,Yeast,sp|Q08972,2%,3%,3%,1%,2%,0,0,0,0,0,1,2,2,1,2,134335.5, [NU+] prion formation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NEW1 PE=1 SV=1,5.48E+08,4.39E+08,5.44E+08,4.82E+08,4.27E+08,4.35E+08,29.03,28.71,29.02,28.84,28.67,28.70,0.58167,0.26202,0.54723,0.18263,0.06990,0.06990,0,0,0,1254,,,
25Vs12.5,Yeast,sp|P17695,7%,7%,7%,7%,7%,0,0,0,0,0,1,1,1,1,1,15862.1," Glutaredoxin-2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX2 PE=1 SV=3",5.12E+08,7.07E+08,5.85E+08,5.14E+08,5.24E+08,5.08E+08,28.93,29.40,29.12,28.94,28.97,28.92,0.58165,0.26203,0.54682,0.21013,0.05627,0.05627,0,0,0,1255,,,
25Vs12.5,Yeast,sp|P00330,56%,55%,55%,56%,55%,4,5,5,5,5,9,9,9,9,8,36848.7, Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADH1 PE=1 SV=5,9.27E+10,1.20E+11,1.04E+11,9.33E+10,9.75E+10,8.72E+10,36.43,36.80,36.60,36.44,36.50,36.34,0.58162,0.26205,0.54642,0.18180,0.00310,0.00310,0,0,0,1256,,,
50Vs5,Yeast,sp|P00958,3%,3%,3%,3%,3%,0,0,0,0,0,2,1,1,1,1,85680.9," Methionine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MES1 PE=1 SV=4",3.45E+08,2.89E+08,3.41E+08,2.81E+08,2.77E+08,3.15E+08,28.36,28.11,28.34,28.07,28.04,28.23,0.58135,0.26221,0.54632,0.15610,-0.00674,0.00674,0,0,0,1257,,,
25Vs12.5,Yeast,sp|P38295,4%,4%,0%,0%,0%,0,0,0,0,0,1,1,0,0,0,51256.9, Medium-chain fatty acid ethyl ester synthase/esterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EHT1 PE=1 SV=1,1.36E+08,1.55E+08,1.41E+08,1.45E+08,1.23E+08,1.21E+08,27.02,27.21,27.07,27.11,26.87,26.85,0.58129,0.26225,0.54596,0.15550,-0.04626,0.04626,0,0,0,1258,,,
50Vs5,Yeast,sp|Q03655,3%,0%,0%,0%,0%,0,0,0,0,0,1,0,0,0,0,56796.0," Probable 1,3-beta-glucanosyltransferase GAS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS3 PE=1 SV=1",1.23E+08,1.37E+08,1.29E+08,1.32E+08,1.11E+08,1.02E+08,26.87,27.03,26.95,26.97,26.72,26.61,0.58127,0.26226,0.54556,0.18153,0.01829,0.01829,0,0,0,1259,,,
25Vs12.5,Yeast,sp|P28007,0%,0%,0%,0%,8%,0,0,0,0,0,0,0,0,0,1,21481.3, H/ACA ribonucleoprotein complex subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAR1 PE=1 SV=1,1.64E+08,2.08E+08,1.73E+08,1.54E+08,1.56E+08,1.71E+08,27.29,27.63,27.37,27.20,27.22,27.35,0.58059,0.26267,0.54597,0.17320,-0.01304,0.01304,0,0,0,1260,,,
50Vs5,Yeast,sp|P47771,9%,7%,8%,5%,7%,0,0,0,0,0,3,3,3,2,2,55189.8, Aldehyde dehydrogenase [NAD(P)+] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALD2 PE=1 SV=2,1.20E+09,1.07E+09,1.12E+09,1.10E+09,1.42E+09,1.44E+09,30.16,29.99,30.06,30.03,30.40,30.42,0.58053,0.26271,0.54562,-0.20977,-0.36673,0.36673,0,0,0,1261,,,
25Vs12.5,Yeast,sp|Q04409,7%,9%,9%,10%,7%,1,1,1,1,1,2,3,3,3,2,55923.0, Putative glucokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EMI2 PE=1 SV=1,2.45E+09,3.06E+09,2.60E+09,2.69E+09,2.12E+09,2.11E+09,31.19,31.51,31.28,31.32,30.98,30.98,0.57898,0.26364,0.54713,0.23060,0.09468,0.09468,0,0,0,1262,,,
25Vs12.5,Yeast,sp|P10664,36%,40%,40%,42%,37%,0,0,0,0,0,8,9,9,9,8,39092.0, 60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL4A PE=1 SV=4,1.92E+10,2.59E+10,2.19E+10,2.00E+10,1.93E+10,1.88E+10,34.16,34.59,34.35,34.22,34.17,34.13,0.57865,0.26385,0.54712,0.19523,0.02830,0.02830,0,0,0,1263,,,
25Vs12.5,Yeast,sp|P16120,29%,28%,32%,30%,31%,0,0,0,0,0,11,11,12,11,12,57476.8, Threonine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THR4 PE=1 SV=1,9.98E+09,1.36E+10,1.14E+10,1.02E+10,9.99E+09,1.00E+10,33.22,33.66,33.40,33.25,33.22,33.22,0.57846,0.26396,0.54693,0.19747,0.03250,0.03250,0,0,0,1264,,,
25Vs12.5,Yeast,sp|P10963,28%,28%,28%,30%,27%,0,0,0,0,0,9,9,9,9,9,60984.4, Phosphoenolpyruvate carboxykinase [ATP] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PCK1 PE=1 SV=2,6.63E+09,8.30E+09,7.53E+09,6.19E+09,7.25E+09,6.34E+09,32.63,32.95,32.81,32.53,32.76,32.56,0.57834,0.26404,0.54665,0.18103,0.00166,0.00166,0,0,0,1265,,,
25Vs12.5,Yeast,sp|P06169,62%,63%,61%,65%,61%,0,0,0,0,0,25,26,24,28,25,61496.9, Pyruvate decarboxylase isozyme 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDC1 PE=1 SV=7,2.69E+11,3.71E+11,3.09E+11,2.73E+11,2.67E+11,2.75E+11,37.97,38.43,38.17,37.99,37.96,38.00,0.57767,0.26444,0.54706,0.20717,0.05070,0.05070,0,0,0,1266,,,
25Vs12.5,Yeast,sp|Q12306,29%,33%,33%,33%,22%,0,0,0,0,0,2,2,2,2,1,11597.5, Ubiquitin-like protein SMT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMT3 PE=1 SV=1,1.08E+09,1.52E+09,1.28E+09,1.04E+09,1.21E+09,7.38E+08,30.01,30.50,30.26,29.95,30.18,29.46,0.57732,0.26466,0.54707,0.39073,0.39518,0.39518,0,0,0,1267,,,
50Vs0.5,Yeast,sp|P47117,10%,5%,6%,5%,2%,0,0,0,0,0,2,2,2,2,1,49542.7, Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARP3 PE=1 SV=1,1.05E+09,9.95E+08,9.08E+08,9.65E+08,8.73E+08,7.08E+08,29.96,29.89,29.76,29.85,29.70,29.40,0.57663,0.26508,0.54750,0.22143,0.10544,0.10544,0,0,0,1268,,,
25Vs12.5,Yeast,sp|Q12068,0%,0%,0%,0%,4%,0,0,0,0,0,0,0,0,0,1,38170.3, NADPH-dependent methylglyoxal reductase GRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRE2 PE=1 SV=1,1.75E+08,4.21E+08,3.50E+08,2.19E+08,1.78E+08,1.87E+08,27.38,28.65,28.38,27.71,27.41,27.48,0.57661,0.26509,0.54710,0.60650,0.80009,0.80009,0,0,0,1269,,,
25Vs12.5,Yeast,sp|P53301,8%,7%,7%,5%,7%,0,0,0,0,0,3,2,2,1,2,52758.7, Probable glycosidase CRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRH1 PE=1 SV=1,1.68E+09,2.43E+09,2.05E+09,1.79E+09,1.72E+09,1.65E+09,30.65,31.18,30.93,30.74,30.68,30.62,0.57579,0.26559,0.54770,0.24090,0.11400,0.11400,0,0,0,1270,,,
25Vs12.5,Yeast,sp|P00331,16%,17%,18%,17%,17%,3,4,4,4,4,1,1,1,1,1,36731.8, Alcohol dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADH2 PE=1 SV=3,2.99E+10,4.23E+10,3.57E+10,3.10E+10,3.09E+10,2.95E+10,34.80,35.30,35.06,34.85,34.85,34.78,0.57519,0.26596,0.54803,0.22423,0.08273,0.08273,0,0,0,1271,,,
50Vs5,Yeast,sp|P38066,0%,0%,5%,0%,5%,0,0,0,0,0,0,0,1,0,1,38333.0, GTP cyclohydrolase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIB1 PE=1 SV=2,2.26E+07,2.41E+07,2.03E+07,2.13E+07,2.07E+07,1.80E+07,24.43,24.52,24.28,24.35,24.31,24.10,0.57497,0.26609,0.54787,0.16033,-0.00257,0.00257,0,0,0,1272,,,
50Vs0.5,Yeast,sp|P14922,3%,0%,0%,0%,0%,0,0,0,0,0,1,0,0,0,0,107198.8, General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYC8 PE=1 SV=2,4.18E+07,4.48E+07,3.99E+07,2.99E+07,1.25E+07,4.01E+07,25.32,25.42,25.25,24.83,23.58,25.26,0.57461,0.26631,0.54790,0.77310,0.61080,0.61080,0,0,0,1273,,,
25Vs12.5,Yeast,sp|P07257,42%,40%,42%,35%,42%,0,0,0,0,0,11,10,10,8,10,40479.7," Cytochrome b-c1 complex subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QCR2 PE=1 SV=1",9.23E+09,1.19E+10,1.06E+10,9.49E+09,9.60E+09,9.02E+09,33.10,33.47,33.30,33.14,33.16,33.07,0.57454,0.26635,0.54755,0.16770,-0.02336,0.02336,0,0,0,1274,,,
50Vs0.5,Yeast,"sp|P38773,sp|P38774",0%,0%,4%,4%,4%,0,0,0,0,0,0,0,1,1,1,27165.5, 2-deoxyglucose-6-phosphate phosphatase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DOG2 PE=1 SV=1,2.04E+08,1.80E+08,1.82E+08,1.28E+08,1.68E+08,1.84E+08,27.61,27.42,27.44,26.93,27.32,27.45,0.57437,0.26646,0.54734,0.25603,0.13713,0.13713,0,0,0,1275,,,
25Vs12.5,Yeast,sp|P25355,2%,2%,2%,2%,2%,0,0,0,0,0,1,1,1,1,1,65209.0, Copper transport protein 86 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CTR86 PE=1 SV=1,1.31E+08,1.96E+08,1.74E+08,1.38E+08,1.34E+08,1.38E+08,26.96,27.54,27.38,27.04,27.00,27.04,0.57423,0.26654,0.54708,0.26417,0.15767,0.15767,0,0,0,1276,,,
50Vs5,Yeast,sp|P32379,7%,8%,8%,10%,0%,0,0,0,0,0,1,2,2,2,0,28618.0, Proteasome component PUP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUP2 PE=1 SV=2,5.62E+08,5.55E+08,4.05E+08,4.24E+08,4.54E+08,3.86E+08,29.07,29.05,28.60,28.66,28.76,28.52,0.57404,0.26666,0.54690,0.25710,0.09264,0.09264,0,0,0,1277,,,
25Vs12.5,Yeast,sp|P17555,8%,5%,5%,4%,4%,0,0,0,0,0,3,2,2,1,2,57523.1, Adenylyl cyclase-associated protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRV2 PE=1 SV=1,5.98E+08,7.52E+08,6.88E+08,5.27E+08,6.30E+08,6.23E+08,29.16,29.49,29.36,28.97,29.23,29.21,0.57360,0.26693,0.54702,0.19380,0.02562,0.02562,0,0,0,1278,,,
50Vs0.5,Yeast,sp|P53252,27%,31%,31%,28%,30%,1,1,1,1,1,4,5,5,5,6,38350.3, Sphingolipid long chain base-responsive protein PIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIL1 PE=1 SV=1,4.65E+09,4.54E+09,4.26E+09,4.20E+09,4.45E+09,3.89E+09,32.11,32.08,31.99,31.97,32.05,31.86,0.57317,0.26720,0.54713,0.10360,-0.00250,0.00250,0,0,0,1279,,,
50Vs0.5,Yeast,sp|P41057,30%,27%,30%,18%,18%,0,0,0,0,0,2,2,2,1,1,6660.7, 40S ribosomal protein S29-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS29A PE=1 SV=3,1.69E+09,1.23E+09,1.42E+09,1.17E+09,1.36E+09,1.12E+09,30.66,30.19,30.40,30.13,30.34,30.06,0.57313,0.26722,0.54676,0.24157,0.12388,0.12388,0,0,0,1280,,,
50Vs0.5,Yeast,sp|P32469,12%,4%,6%,6%,4%,0,0,0,0,0,2,1,1,1,1,33848.5, Diphthine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPH5 PE=1 SV=1,7.11E+08,6.69E+08,6.08E+08,6.81E+08,7.72E+08,7.16E+08,29.40,29.32,29.18,29.34,29.52,29.42,0.57312,0.26723,0.54635,-0.12773,-0.21442,0.21442,0,0,0,1281,,,
50Vs5,Yeast,sp|O74700,16%,0%,0%,16%,16%,0,0,0,0,0,1,0,0,1,1,10201.5, Mitochondrial import inner membrane translocase subunit TIM9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM9 PE=1 SV=1,1.84E+08,3.24E+08,1.65E+08,1.69E+08,1.51E+08,1.45E+08,27.46,28.27,27.29,27.33,27.17,27.11,0.57253,0.26759,0.54666,0.47027,0.30238,0.30238,0,0,0,1282,,,
50Vs5,Yeast,sp|P25719,16%,9%,16%,9%,11%,0,0,0,0,0,3,1,3,1,2,19919.3," Peptidyl-prolyl cis-trans isomerase C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPR3 PE=1 SV=1",1.28E+09,1.32E+09,1.27E+09,3.37E+09,1.07E+09,3.66E+09,30.26,30.30,30.25,31.65,30.00,31.77,0.57243,0.26765,0.54636,-0.87103,-1.01737,1.01737,0,0,0,1283,,,
25Vs12.5,Yeast,sp|P13663,23%,24%,26%,24%,20%,0,0,0,0,0,6,6,6,6,5,39544.7, Aspartate-semialdehyde dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOM2 PE=1 SV=1,4.05E+09,5.95E+09,5.11E+09,4.17E+09,4.01E+09,4.36E+09,31.91,32.47,32.25,31.96,31.90,32.02,0.57202,0.26790,0.54645,0.25164,0.13415,0.13415,0,0,0,1284,,,
25Vs12.5,Yeast,sp|Q01855,17%,17%,17%,17%,17%,0,0,0,0,0,2,2,2,2,2,16002.2, 40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS15 PE=1 SV=1,4.17E+09,6.98E+09,5.88E+09,4.42E+09,4.31E+09,4.49E+09,31.96,32.70,32.45,32.04,32.01,32.06,0.57196,0.26794,0.54610,0.33307,0.28697,0.28697,0,0,0,1285,,,
50Vs5,Yeast,sp|P38934,16%,17%,15%,15%,17%,0,0,0,0,0,7,7,6,7,7,54641.7, Nuclear segregation protein BFR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BFR1 PE=1 SV=1,2.46E+09,2.12E+09,2.15E+09,2.08E+09,1.84E+09,2.15E+09,31.20,30.98,31.00,30.96,30.78,31.00,0.57174,0.26808,0.54595,0.14877,-0.01395,0.01395,0,0,0,1286,,,
50Vs5,Yeast,sp|P43593,7%,6%,7%,6%,6%,0,0,0,0,0,2,2,3,2,2,57112.5, Ubiquitin carboxyl-terminal hydrolase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP6 PE=1 SV=1,4.99E+08,4.78E+08,4.57E+08,4.44E+08,4.77E+08,4.18E+08,28.89,28.83,28.77,28.73,28.83,28.64,0.57153,0.26821,0.54579,0.09960,-0.06233,0.06233,0,0,0,1287,,,
50Vs5,Yeast,sp|P43616,16%,15%,19%,21%,19%,0,0,0,0,0,4,4,5,6,5,52873.2, Cys-Gly metallodipeptidase DUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DUG1 PE=1 SV=1,4.39E+09,4.26E+09,3.99E+09,6.55E+09,3.87E+09,6.78E+09,32.03,31.99,31.89,32.61,31.85,32.66,0.57152,0.26821,0.54538,-0.40103,-0.55492,0.55492,0,0,0,1288,,,
50Vs0.5,Yeast,sp|Q03219,6%,0%,0%,0%,0%,0,0,0,0,0,1,0,0,0,0,31145.6, Uncharacterized protein YMR178W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR178W PE=1 SV=1,4.35E+07,6.52E+07,6.41E+07,7.06E+07,7.92E+07,6.34E+07,25.37,25.96,25.93,26.07,26.24,25.92,0.57079,0.26866,0.54587,-0.32203,-0.39241,0.39241,0,0,0,1289,,,
